所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,平成30年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
国会,衆議院,002,95,012,1,20,2,08,衆議院施設費,施設施工旅費,696,696,0
国会,衆議院,002,95,012,1,20,3,09,衆議院施設費,施設施工庁費,23963,28498,-4535
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,施設整備費,1071154,1064548,6606
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,不動産購入費,8098131,8087663,10468
国会,衆議院,009,95,012,2,95,9,99,衆議院予備経費,(国会予備経費),7000,7000,0
国会,参議院,011,95,012,2,11,1,01,参議院,議員歳費,5275762,5252974,22788
国会,参議院,011,95,012,2,11,1,02,参議院,職員基本給,6526059,6556254,-30195
国会,参議院,011,95,012,2,11,1,03,参議院,職員諸手当,3360019,3283979,76040
国会,参議院,011,95,012,2,11,1,04,参議院,超過勤務手当,1115335,1119950,-4615
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書手当,6393497,6304587,88910
国会,参議院,011,95,012,2,11,1,05,参議院,非常勤職員手当,154364,146259,8105
国会,参議院,011,95,012,2,11,1,05,参議院,休職者給与,32783,32323,460
国会,参議院,011,95,012,2,11,1,05,参議院,短時間勤務職員給与,82772,82170,602
国会,参議院,011,95,012,2,15,1,05,参議院,公務災害補償費,2848,2848,0
国会,参議院,011,95,012,2,11,1,05,参議院,退職手当,1507471,1007727,499744
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書退職手当,172911,189472,-16561
国会,参議院,011,95,012,2,15,1,05,参議院,弔慰金,41408,41408,0
国会,参議院,011,95,089,2,11,1,05,参議院,児童手当,48480,49460,-980
国会,参議院,011,95,012,2,12,9,06,参議院,諸謝金,5512,5512,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員旅費,161965,161965,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員文書通信交通滞在費,2904000,2904000,0
国会,参議院,011,95,012,2,12,2,08,参議院,議会雑費,29700,29700,0
国会,参議院,011,95,012,2,12,2,08,参議院,職員旅費,87445,87445,0
国会,参議院,011,95,012,2,12,2,08,参議院,赴任旅費,2674,2674,0
国会,参議院,011,95,012,2,12,2,08,参議院,証人等旅費,10584,10584,0
国会,参議院,011,95,012,2,12,3,09,参議院,庁費,614288,617899,-3611
国会,参議院,011,95,012,2,12,3,09,参議院,情報処理業務庁費,993484,1025093,-31609
国会,参議院,011,95,012,2,12,3,09,参議院,議員会館管理等運営庁費,2566963,2544247,22716
国会,参議院,011,95,012,2,12,3,09,参議院,議員特殊乗車券等購入費,448898,446243,2655
国会,参議院,011,95,012,2,12,3,09,参議院,国会活動啓発費,21293,21576,-283
国会,参議院,011,95,012,2,12,3,09,参議院,議案類印刷費,440493,470002,-29509
国会,参議院,011,95,012,2,12,3,09,参議院,招へい外国人滞在費,50870,50870,0
国会,参議院,011,95,012,2,12,3,09,参議院,各所修繕,61645,61645,0
国会,参議院,011,95,012,2,12,3,09,参議院,国政調査活動費,222983,223023,-40
国会,参議院,011,95,012,2,12,3,09,参議院,公共施設等維持管理運営費,1222593,1316303,-93710
国会,参議院,011,95,199,2,13,3,09,参議院,自動車重量税,1007,797,210
国会,参議院,011,95,012,2,12,3,11,参議院,立法事務費,1887600,1887600,0
国会,参議院,011,95,012,2,11,5,16,参議院,国家公務員共済組合負担金,1796196,1771717,24479
国会,参議院,011,95,012,2,11,5,16,参議院,基礎年金等国家公務員共済組合負担金,402235,397274,4961
国会,参議院,011,95,012,2,11,5,16,参議院,育児休業手当金国家公務員共済組合負担金,272,835,-563
国会,参議院,011,95,029,2,13,5,16,参議院,国有資産所在市町村交付金,321981,307846,14135
国会,参議院,011,95,012,2,12,9,17,参議院,交際費,30453,30453,0
国会,参議院,011,95,012,2,95,9,18,参議院,賠償償還及払戻金,2360,2360,0
国会,参議院,012,95,012,1,20,2,08,参議院施設費,施設施工旅費,875,875,0
国会,参議院,012,95,012,1,20,3,09,参議院施設費,施設施工庁費,44650,95102,-50452
国会,参議院,012,95,012,1,20,4,15,参議院施設費,施設整備費,2562811,1393793,1169018
国会,参議院,012,95,012,1,20,4,15,参議院施設費,不動産購入費,4268437,4268437,0
国会,参議院,019,95,012,2,95,9,99,参議院予備経費,(国会予備経費),5000,5000,0
国会,国立国会図書館,021,95,012,2,11,1,02,国立国会図書館,職員基本給,4597606,4571080,26526
国会,国立国会図書館,021,95,012,2,11,1,03,国立国会図書館,職員諸手当,2444665,2386261,58404
国会,国立国会図書館,021,95,012,2,11,1,04,国立国会図書館,超過勤務手当,466409,461518,4891
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,非常勤職員手当,195686,193179,2507
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,休職者給与,33079,36600,-3521
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,短時間勤務職員給与,57563,56032,1531
国会,国立国会図書館,021,95,012,2,15,1,05,国立国会図書館,公務災害補償費,2340,2094,246
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,退職手当,468875,436733,32142
国会,国立国会図書館,021,95,089,2,11,1,05,国立国会図書館,児童手当,26215,27760,-1545
国会,国立国会図書館,021,95,012,2,12,9,06,国立国会図書館,諸謝金,23733,23733,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,職員旅費,57916,58017,-101
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,赴任旅費,10015,10015,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,委員等旅費,3424,3405,19
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,外国人招へい旅費,5238,5257,-19
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,庁費,55608,55608,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,国立国会図書館業務庁費,4424012,4625402,-201390
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,図書館資料購入費,784442,789577,-5135
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,立法資料購入費,62795,62795,0
国会,国立国会図書館,021,13,012,2,12,3,09,国立国会図書館,科学技術関係資料費,1098455,1093437,5018
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,特殊文書関係資料整備費,67533,67533,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1332188,1194434,137754
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4589,4575,14
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,76983,77279,-296
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,70,46,24
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1210525,1163545,46980
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金等国家公務員共済組合負担金,270852,268828,2024
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,育児休業手当金国家公務員共済組合負担金,161,0,161
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,2850,2923,-73
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,13976,14897,-921
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,640,640,0
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,390248,390248,0
国会,国立国会図書館,022,95,012,1,20,2,08,国立国会図書館施設費,施設施工旅費,1576,1475,101
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,61785,48149,13636
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,4824035,4080080,743955
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,72486,72361,125
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,36687,35663,1024
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4516,4463,53
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,8823,8271,552
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,1400,1140,260
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,100,100,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,900,900,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,888,888,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,890,890,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,324,324,0
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,4769,4769,0
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,65875,66355,-480
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,37071,35898,1173
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,2981,2975,6
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,720,480,240
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,159,159,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,900,900,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,399,399,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,276,276,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,43,43,0
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,5167,4912,255
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,35,0,35
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5284219,5230163,54056
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,2758977,2660737,98240
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,737397,734144,3253
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,15620,16482,-862
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,8507,8654,-147
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,362302,381265,-18963
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,1851,3086,-1235
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,90909,97390,-6481
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,18642656,16241308,2401348
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,58700,61600,-2900
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,240751,249781,-9030
裁判所,裁判所,001,95,014,2,71,9,06,最高裁判所,修習給付金,3362135,1152375,2209760
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,681587,681470,117
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,60623,59583,1040
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,546308,545145,1163
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,10819,10714,105
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,120217,122304,-2087
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,2714,4006,-1292
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,12,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,1162014,1180668,-18654
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,455519,424614,30905
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,481546,496162,-14616
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,395552,399556,-4004
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,45816,45816,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,6371,5294,1077
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,1486,2483,-997
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,1041506,1036317,5189
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,860,544,316
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,96321,99879,-3558
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,33575522,33138276,437246
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金等国家公務員共済組合負担金,7559732,7479585,80147
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,育児休業手当金国家公務員共済組合負担金,10403,14760,-4357
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,163321,163410,-89
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,375,274,101
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,2094,2094,0
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,6076,6076,0
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,1016275,2872620,-1856345
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,127147507,127149281,-1774
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,62647805,61524717,1123088
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3530024,3515294,14730
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,7026465,7193669,-167204
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,110901,110968,-67
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,10839,9258,1581
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,児童手当,993335,1034970,-41635
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,68880,69083,-203
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,224732,213481,11251
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,436651,450104,-13453
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,4099976,4083458,16518
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,112574,149754,-37180
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,国有財産管理処分庁費,8801,166140,-157339
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,708234,918556,-210322
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,97062,139414,-42352
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,公共施設等維持管理運営費,209495,222500,-13005
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,3820,4750,-930
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,1141,2673,-1532
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,3776,4237,-461
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,518,518,0
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,155,183,-28
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,252476,259168,-6692
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,139,139,0
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,57056,54931,2125
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,2035901,1970731,65170
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,266517,266517,0
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,42614,40869,1745
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,1572939,1794987,-222048
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,140962,141272,-310
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,13592946,13360320,232626
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,582417,606724,-24307
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,413,413,0
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,136077,100144,35933
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,313177,313314,-137
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,346756,302059,44697
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10021,10021,0
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,80832,82805,-1973
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,522129,572570,-50441
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,14192902,14619718,-426816
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,不動産購入費,596458,596453,5
裁判所,裁判所,009,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6245655,6247280,-1625
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3290652,3228150,62502
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,976267,977264,-997
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,2144,2144,0
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,15269,15125,144
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,15952,27737,-11785
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,233,238,-5
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,218967,211134,7833
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,16756,13063,3693
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,1543959,1317894,226065
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,49310,50005,-695
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,8493,8368,125
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,56649,47471,9178
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,492510,506859,-14349
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,3822,7873,-4051
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,9269,6574,2695
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,3332,3210,122
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,8658,6984,1674
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,225289,225999,-710
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,111694,114785,-3091
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,932264,1010708,-78444
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1535,1535,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,815,815,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,214179,168648,45531
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,1015,1015,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,16910,16677,233
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,241921,229247,12674
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,481549,478529,3020
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,135535,135535,0
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,75,144,-69
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1692146,1708012,-15866
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金等国家公務員共済組合負担金,395958,393074,2884
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,育児休業手当金国家公務員共済組合負担金,851,1005,-154
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,268,292,-24
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,2581,2846,-265
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,5040,4950,90
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,765,805,-40
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
会計検査院,会計検査院,002,95,016,1,20,2,08,会計検査院施設費,施設施工旅費,1900,694,1206
会計検査院,会計検査院,002,95,016,1,20,3,09,会計検査院施設費,施設施工庁費,4998,1351,3647
会計検査院,会計検査院,002,95,016,1,20,4,15,会計検査院施設費,施設整備費,75920,97366,-21446
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,6615020,6484095,130925
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,3412358,3282250,130108
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,1033917,988529,45388
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,15898,17178,-1280
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,898014,884838,13176
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,16903,11046,5857
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,短時間勤務職員給与,152520,138513,14007
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,退職手当,1058199,1028346,29853
内閣,内閣官房,001,95,089,2,11,1,05,内閣官房共通費,児童手当,63390,61145,2245
内閣,内閣官房,001,95,016,2,12,9,06,内閣官房共通費,諸謝金,1301624,1443621,-141997
内閣,内閣官房,001,95,016,2,95,9,07,内閣官房共通費,報償費,1461652,1461652,0
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,職員旅費,708025,733054,-25029
